entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,description,notes,payment_id,arn,settlement_utr,order_id,order_receipt,method,upi_flow,card_network,card_issuer,card_type,dispute_id,additional_utr
setl_QaGZJPnJCnxsXL,settlement,0,0,0,INR,0,0,0,1,28/05/2025 12:57:26,28-05-2025,,,,,,,,,,,,,,,
pay_QaHB4sd5hWf0RA,payment,0,0,1002.90,INR,1.18,0.18,0,1,28/05/2025 13:33:28,28-05-2025,setl_QaHCPWQRcnun5x,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaHApIsXxFjIBt,C00021676,upi,,,,,,
setl_QaHCPWQRcnun5x,settlement,0,0,0,INR,0,0,0,1,28/05/2025 13:34:26,28-05-2025,,,,,,,,,,,,,,,
pay_QaHiZ0e5ZE9WNW,payment,0,0,1238.90,INR,1.18,0.18,0,1,28/05/2025 14:05:08,28-05-2025,setl_QaHjs5EcZDN183,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaHhhn1cDIGrtu,C00021677,upi,,,,,,
setl_QaHjs5EcZDN183,settlement,0,0,0,INR,0,0,0,1,28/05/2025 14:06:07,28-05-2025,,,,,,,,,,,,,,,
pay_QaHvofu7f0YD8Q,payment,0,0,1238.90,INR,1.18,0.18,0,1,28/05/2025 14:17:35,28-05-2025,setl_QaHwqLyvKDosI0,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaHugTRJFy97T8,C00021678,upi,,,,,,
setl_QaHwqLyvKDosI0,settlement,0,0,0,INR,0,0,0,1,28/05/2025 14:18:24,28-05-2025,,,,,,,,,,,,,,,
pay_QaILC7RXXG4AtI,payment,0,0,10029.50,INR,1.18,0.18,0,1,28/05/2025 14:41:42,28-05-2025,setl_QaIMhltPUR2muT,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":10000, ""t1_gst"":4.5, ""t1_transaction_charges"":25, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaIKksIpA4tw6g,C00021680,upi,,,,,,
setl_QaIMhltPUR2muT,settlement,0,0,0,INR,0,0,0,1,28/05/2025 14:42:53,28-05-2025,,,,,,,,,,,,,,,
pay_QaIbxy3inTj4yL,payment,0,0,25073.70,INR,1.18,0.18,0,1,28/05/2025 14:57:29,28-05-2025,setl_QaIdAlGJkqhh52,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":25000, ""t1_gst"":11.2, ""t1_transaction_charges"":62.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaIbEhBZ4gvl8o,C00021681,upi,,,,,,
pay_QaIbyYKZQOOcYf,payment,0,0,99993.10,INR,1.18,0.18,0,1,28/05/2025 14:57:35,28-05-2025,setl_QaIdAlGJkqhh52,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":99699, ""t1_gst"":44.9, ""t1_transaction_charges"":249.2, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaIbWDHlwNAcnB,C00021682,upi,,,,,,
setl_QaIdAlGJkqhh52,settlement,0,0,0,INR,0,0,0,1,28/05/2025 14:58:29,28-05-2025,,,,,,,,,,,,,,,
pay_QaIorxhamRmU1s,payment,0,0,5250.70,INR,1.18,0.18,0,1,28/05/2025 15:10:03,28-05-2025,setl_QaIrB7GSJtFjRG,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":5000, ""t1_gst"":2.2, ""t1_transaction_charges"":12.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaIoEKgjMFchXg,C00021683,upi,,,,,,
setl_QaIrB7GSJtFjRG,settlement,0,0,0,INR,0,0,0,1,28/05/2025 15:11:44,28-05-2025,,,,,,,,,,,,,,,
pay_QaIyHm3Nz1GnOc,payment,0,0,47138.60,INR,1.18,0.18,0,1,28/05/2025 15:19:04,28-05-2025,setl_QaJ0418hC1kfMw,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":47000, ""t1_gst"":21.1, ""t1_transaction_charges"":117.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaIxU4lqBFV4fe,C00021684,upi,,,,,,
setl_QaJ0418hC1kfMw,settlement,0,0,0,INR,0,0,0,1,28/05/2025 15:20:09,28-05-2025,,,,,,,,,,,,,,,
pay_QaJBzM5zfbloXz,payment,0,0,5014.70,INR,1.18,0.18,0,1,28/05/2025 15:31:45,28-05-2025,setl_QaJDFqLCnVXRZL,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":5000, ""t1_gst"":2.2, ""t1_transaction_charges"":12.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaJBZIyBXp78Bl,C00021685,upi,,,,,,
setl_QaJDFqLCnVXRZL,settlement,0,0,0,INR,0,0,0,1,28/05/2025 15:32:38,28-05-2025,,,,,,,,,,,,,,,
pay_QaJWG5OnLlVIvk,payment,0,0,1238.90,INR,1.18,0.18,0,1,28/05/2025 15:50:52,28-05-2025,setl_QaJXXBTfoUTfr8,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaJVnv7BZY56Ff,C00021686,upi,,,,,,
setl_QaJXXBTfoUTfr8,settlement,0,0,0,INR,0,0,0,1,28/05/2025 15:51:50,28-05-2025,,,,,,,,,,,,,,,
pay_QaJfCVz1j1e5SW,payment,0,0,1002.90,INR,1.18,0.18,0,1,28/05/2025 15:59:38,28-05-2025,setl_QaJk67YxZwKEgV,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaJewHIuNZR9un,C00021687,upi,,,,,,
setl_QaJk67YxZwKEgV,settlement,0,0,0,INR,0,0,0,1,28/05/2025 16:03:43,28-05-2025,,,,,,,,,,,,,,,
pay_QaKakDroF8q694,payment,0,0,10029.50,INR,1.18,0.18,0,1,28/05/2025 16:54:17,28-05-2025,setl_QaKcZrttgKfYKD,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":10000, ""t1_gst"":4.5, ""t1_transaction_charges"":25, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaKXqyjjCOFasM,C00021689,upi,,,,,,
setl_QaKcZrttgKfYKD,settlement,0,0,0,INR,0,0,0,1,28/05/2025 16:55:17,28-05-2025,,,,,,,,,,,,,,,
pay_QaOXRcJjI68gRV,payment,0,0,1002.90,INR,1.18,0.18,0,1,28/05/2025 20:45:43,28-05-2025,setl_QaOYqGLHLEJEWj,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaOWq0arS3scb6,C00021691,upi,,,,,,
setl_QaOYqGLHLEJEWj,settlement,0,0,0,INR,0,0,0,1,28/05/2025 20:46:32,28-05-2025,,,,,,,,,,,,,,,
pay_QaPFOcpkgDQgLT,payment,0,0,1238.90,INR,1.18,0.18,0,1,28/05/2025 21:27:01,28-05-2025,setl_QaPHObPP0rbjAF,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaPEml9v2nIo7d,C00021692,upi,,,,,,
setl_QaPHObPP0rbjAF,settlement,0,0,0,INR,0,0,0,1,28/05/2025 21:28:43,28-05-2025,,,,,,,,,,,,,,,
pay_QaPfNeff89brLt,payment,0,0,1002.90,INR,1.18,0.18,0,1,28/05/2025 21:51:38,28-05-2025,setl_QaPgtbTd2pAsrv,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaPeWUAeWzMq7D,C00021693,upi,,,,,,
setl_QaPgtbTd2pAsrv,settlement,0,0,0,INR,0,0,0,1,28/05/2025 21:52:51,28-05-2025,,,,,,,,,,,,,,,
pay_QaQdFzDycER4J2,payment,0,0,1238.90,INR,1.18,0.18,0,1,28/05/2025 22:48:24,28-05-2025,setl_QaQewtSMVUE8dQ,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaQcrKMNAa6KCN,C00021695,upi,,,,,,
pay_QaQdmCFoyWIxb2,payment,0,0,1238.90,INR,1.18,0.18,0,1,28/05/2025 22:48:48,28-05-2025,setl_QaQewtSMVUE8dQ,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaQbX3xDWVxYgr,C00021694,upi,,,,,,
setl_QaQewtSMVUE8dQ,settlement,0,0,0,INR,0,0,0,1,28/05/2025 22:49:42,28-05-2025,,,,,,,,,,,,,,,
pay_QaR47oPOqeeT4Y,payment,0,0,1002.90,INR,1.18,0.18,0,1,28/05/2025 23:14:02,28-05-2025,setl_QaR620wuRa4Au8,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaR3fTSXsRhobz,C00021696,upi,,,,,,
setl_QaR620wuRa4Au8,settlement,0,0,0,INR,0,0,0,1,28/05/2025 23:15:20,28-05-2025,,,,,,,,,,,,,,,
pay_QaRUSfVxOrOW52,payment,0,1238.90,1238.90,INR,11.80,1.80,0,1,28/05/2025 23:39:15,28-05-2025,setl_QaRWfo4v5ZzuRl,Payment towards NPS initial contribution,"{""t1_gst"":0.40000000000000002,""t2_gst"":0,""t1_amount"":1000,""t2_amount"":0,""registration"":236,""t1_transaction_charges"":2.5,""t2_transaction_charges"":0}",,,,order_QaRRQbmtQhcxgo,C00021697,netbanking,,,,,,
setl_QaRWfo4v5ZzuRl,settlement,1238.90,0,1238.90,INR,0,0,0,1,28/05/2025 23:40:34,28-05-2025,,,,,,514823064232,,,,,,,,,514823064232
pay_QaSLW8CsuKFWHa,payment,0,0,1238.90,INR,1.18,0.18,0,1,29/05/2025 00:29:14,29-05-2025,setl_QaSNIMpFjeWPsT,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaSL6VbIWsDGGI,C00021698,upi,,,,,,
setl_QaSNIMpFjeWPsT,settlement,0,0,0,INR,0,0,0,1,29/05/2025 00:30:22,29-05-2025,,,,,,,,,,,,,,,
pay_QaZQXJnknULCGK,payment,0,0,10029.50,INR,1.18,0.18,0,1,29/05/2025 07:24:47,29-05-2025,setl_QaZS2KWBbQcNeH,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":10000, ""t1_gst"":4.5, ""t1_transaction_charges"":25, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaZQ3klnOxMSzp,C00021700,upi,,,,,,
setl_QaZS2KWBbQcNeH,settlement,0,0,0,INR,0,0,0,1,29/05/2025 07:25:43,29-05-2025,,,,,,,,,,,,,,,
pay_QaamnzG6xNUzN7,payment,0,0,5014.70,INR,1.18,0.18,0,1,29/05/2025 08:44:26,29-05-2025,setl_QaaoOqzp4osktx,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":5000, ""t1_gst"":2.2, ""t1_transaction_charges"":12.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_Qaal8aO148utbQ,C00021702,upi,,,,,,
setl_QaaoOqzp4osktx,settlement,0,0,0,INR,0,0,0,1,29/05/2025 08:45:35,29-05-2025,,,,,,,,,,,,,,,
pay_QaaxmPYsqbSDkm,payment,0,0,2005.90,INR,1.18,0.18,0,1,29/05/2025 08:54:53,29-05-2025,setl_QaazNMHpsi14F4,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":2000, ""t1_gst"":0.9, ""t1_transaction_charges"":5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaaxVwpC2lDiDW,C00021703,upi,,,,,,
setl_QaazNMHpsi14F4,settlement,0,0,0,INR,0,0,0,1,29/05/2025 08:55:58,29-05-2025,,,,,,,,,,,,,,,
pay_QabgBxT2RxtzPW,payment,0,0,10029.50,INR,1.18,0.18,0,1,29/05/2025 09:36:46,29-05-2025,setl_QabhIZ3L4RdJ3w,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":10000, ""t1_gst"":4.5, ""t1_transaction_charges"":25, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QabfSTAinWxm2i,C00021705,upi,,,,,,
setl_QabhIZ3L4RdJ3w,settlement,0,0,0,INR,0,0,0,1,29/05/2025 09:37:34,29-05-2025,,,,,,,,,,,,,,,
pay_Qae2PcEQ6f7Uqn,payment,0,0,10029.50,INR,1.18,0.18,0,1,29/05/2025 11:55:05,29-05-2025,setl_Qae4WloRQViY01,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":10000, ""t1_gst"":4.5, ""t1_transaction_charges"":25, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_Qae1k129uwgOdq,C00021708,upi,,,,,,
setl_Qae4WloRQViY01,settlement,0,0,0,INR,0,0,0,1,29/05/2025 11:56:56,29-05-2025,,,,,,,,,,,,,,,
pay_Qah31NwOKSIqNf,payment,0,501475.00,501475.00,INR,8.26,1.26,0,1,29/05/2025 14:52:57,29-05-2025,setl_Qah61zByUiiwv1,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":500000,""t1_gst"":225,""t1_transaction_charges"":1250,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_Qah2mvlZVes8eq,C00021711,netbanking,,,,,,
setl_Qah61zByUiiwv1,settlement,501475.00,0,501475.00,INR,0,0,0,1,29/05/2025 14:54:26,29-05-2025,,,,,,CB0081438057,,,,,,,,,CB0081438057
pay_QahVfDxTCGK9ov,payment,0,0,1238.90,INR,1.18,0.18,0,1,29/05/2025 15:18:56,29-05-2025,setl_QahWssfvfdBPCk,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QahUNuUZm7mAJh,C00021712,upi,,,,,,
setl_QahWssfvfdBPCk,settlement,0,0,0,INR,0,0,0,1,29/05/2025 15:19:51,29-05-2025,,,,,,,,,,,,,,,
pay_QahgIyOZkjN78a,payment,0,0,1238.90,INR,1.18,0.18,0,1,29/05/2025 15:29:06,29-05-2025,setl_Qahi8rrxOA1DSf,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QahdXiWjOvvI7r,C00021713,upi,,,,,,
setl_Qahi8rrxOA1DSf,settlement,0,0,0,INR,0,0,0,1,29/05/2025 15:30:31,29-05-2025,,,,,,,,,,,,,,,
pay_QaiQlekWRI4GDy,payment,0,0,1238.90,INR,1.18,0.18,0,1,29/05/2025 16:13:01,29-05-2025,setl_QaiSQepiZ0yCvC,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaiQFW6fGJCRL2,C00021716,upi,,,,,,
setl_QaiSQepiZ0yCvC,settlement,0,0,0,INR,0,0,0,1,29/05/2025 16:14:20,29-05-2025,,,,,,,,,,,,,,,
pay_QajhTR5ivY4ahJ,payment,0,0,2241.90,INR,1.18,0.18,0,1,29/05/2025 17:27:52,29-05-2025,setl_QajjHFYwzVeiuI,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":2000, ""t1_gst"":0.9, ""t1_transaction_charges"":5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QajcnP4gKpDuz4,C00021718,upi,,,,,,
setl_QajjHFYwzVeiuI,settlement,0,0,0,INR,0,0,0,1,29/05/2025 17:28:58,29-05-2025,,,,,,,,,,,,,,,
pay_QakBbrqbX0a2tJ,payment,0,0,2005.90,INR,1.18,0.18,0,1,29/05/2025 17:56:23,29-05-2025,setl_QakDv11fElH7yX,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":2000, ""t1_gst"":0.9, ""t1_transaction_charges"":5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QakAtKDP5xPMom,C00021719,upi,,,,,,
setl_QakDv11fElH7yX,settlement,0,0,0,INR,0,0,0,1,29/05/2025 17:57:59,29-05-2025,,,,,,,,,,,,,,,
pay_Qakl20CUIp441n,payment,0,0,3008.80,INR,1.18,0.18,0,1,29/05/2025 18:30:04,29-05-2025,setl_Qaknhvpv1j6JMj,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":3000, ""t1_gst"":1.3, ""t1_transaction_charges"":7.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QakkRDKjGpBzaM,C00021720,upi,,,,,,
setl_Qaknhvpv1j6JMj,settlement,0,0,0,INR,0,0,0,1,29/05/2025 18:31:52,29-05-2025,,,,,,,,,,,,,,,
pay_QalEQk4UJO4mzG,payment,0,50147.50,50147.50,INR,8.26,1.26,0,1,29/05/2025 18:57:54,29-05-2025,setl_QalGwgy2jVvA3x,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":50000,""t1_gst"":22.5,""t1_transaction_charges"":125,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QalEEI1UrEiw6Y,C00021722,netbanking,,,,,,
setl_QalGwgy2jVvA3x,settlement,50147.50,0,50147.50,INR,0,0,0,1,29/05/2025 18:59:33,29-05-2025,,,,,,CB0081470474,,,,,,,,,CB0081470474
pay_QalVJdsYsBdx01,payment,0,0,21061.90,INR,1.18,0.18,0,1,29/05/2025 19:19:32,29-05-2025,setl_Qallez2D6iP80o,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":21000, ""t1_gst"":9.4, ""t1_transaction_charges"":52.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QalVA5tOp5mT6g,C00021723,upi,,,,,,
pay_Qalcc9Q8lgNXe2,payment,0,0,1002.90,INR,1.18,0.18,0,1,29/05/2025 19:34:19,29-05-2025,setl_Qam3jLYDBT1OjW,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_Qalbx3oTO7FSW8,C00021725,upi,,,,,,
setl_Qallez2D6iP80o,settlement,0,0,0,INR,0,0,0,1,29/05/2025 19:28:37,29-05-2025,,,,,,,,,,,,,,,
pay_Qalpljn5qWhbwJ,payment,0,0,1002.90,INR,1.18,0.18,0,1,29/05/2025 19:58:09,29-05-2025,setl_QamIbb8NzsNwNa,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QalpVJitb863sx,C00021726,upi,,,,,,
setl_Qam3jLYDBT1OjW,settlement,0,0,0,INR,0,0,0,1,29/05/2025 19:45:44,29-05-2025,,,,,,,,,,,,,,,
pay_Qam8izXIECy4ff,payment,0,0,1238.90,INR,1.18,0.18,0,1,29/05/2025 19:50:46,29-05-2025,setl_Qam9vd8zLhKpLr,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_Qam8EFuiDSD9h3,C00021727,upi,,,,,,
pay_Qam9KIpazbO8KO,payment,0,0,5250.70,INR,1.18,0.18,0,1,29/05/2025 19:51:19,29-05-2025,setl_QamGToz3t05lKP,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":5000, ""t1_gst"":2.2, ""t1_transaction_charges"":12.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_Qam8KhFbtZGxjs,C00021728,upi,,,,,,
setl_Qam9vd8zLhKpLr,settlement,0,0,0,INR,0,0,0,1,29/05/2025 19:51:36,29-05-2025,,,,,,,,,,,,,,,
setl_QamGToz3t05lKP,settlement,0,0,0,INR,0,0,0,1,29/05/2025 19:57:47,29-05-2025,,,,,,,,,,,,,,,
setl_QamIbb8NzsNwNa,settlement,0,0,0,INR,0,0,0,1,29/05/2025 19:59:48,29-05-2025,,,,,,,,,,,,,,,
pay_QamnwZTghAs7tY,payment,0,0,4247.80,INR,1.18,0.18,0,1,29/05/2025 20:30:09,29-05-2025,setl_QamqDvnfAsbRvc,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":4000, ""t1_gst"":1.8, ""t1_transaction_charges"":10, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QamnOYSpr7iMUQ,C00021730,upi,,,,,,
setl_QamqDvnfAsbRvc,settlement,0,0,0,INR,0,0,0,1,29/05/2025 20:31:38,29-05-2025,,,,,,,,,,,,,,,
pay_QanDQ2vTFOlZAO,payment,0,0,1002.90,INR,1.18,0.18,0,1,29/05/2025 20:53:54,29-05-2025,setl_QanEfeFxpr3zpe,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QanD09svqkr3UA,C00021731,upi,,,,,,
setl_QanEfeFxpr3zpe,settlement,0,0,0,INR,0,0,0,1,29/05/2025 20:54:47,29-05-2025,,,,,,,,,,,,,,,
pay_QaoBP99yyW0EKj,payment,0,0,10265.50,INR,1.18,0.18,0,1,29/05/2025 21:50:45,29-05-2025,setl_QaoCeZzrsCKmxQ,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":10000, ""t1_gst"":4.5, ""t1_transaction_charges"":25, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_Qao2IJ7sc96dWY,C00021732,upi,,,,,,
setl_QaoCeZzrsCKmxQ,settlement,0,0,0,INR,0,0,0,1,29/05/2025 21:51:33,29-05-2025,,,,,,,,,,,,,,,
pay_QaoQJUamz3rEEB,payment,0,0,2507.29,INR,1.18,0.18,0,1,29/05/2025 22:04:51,29-05-2025,setl_QaoRiFf3BiyARo,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":2500, ""t1_gst"":1.1, ""t1_transaction_charges"":6.2, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaoPBkltshe4lT,C00021733,upi,,,,,,
setl_QaoRiFf3BiyARo,settlement,0,0,0,INR,0,0,0,1,29/05/2025 22:05:49,29-05-2025,,,,,,,,,,,,,,,
pay_Qaokf3Bt2F8b2n,payment,0,0,2241.90,INR,1.18,0.18,0,1,29/05/2025 22:27:11,29-05-2025,setl_Qaopyjb4HbkaBj,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":2000, ""t1_gst"":0.9, ""t1_transaction_charges"":5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaokERTDEZ8xzl,C00021735,upi,,,,,,
setl_Qaopyjb4HbkaBj,settlement,0,0,0,INR,0,0,0,1,29/05/2025 22:28:47,29-05-2025,,,,,,,,,,,,,,,
pay_QapYdClsD2W73J,payment,0,0,1002.90,INR,1.18,0.18,0,1,29/05/2025 23:11:18,29-05-2025,setl_QapaYFaxCv5ei4,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QapYZ2z3SGyV78,C00021736,upi,,,,,,
setl_QapaYFaxCv5ei4,settlement,0,0,0,INR,0,0,0,1,29/05/2025 23:12:53,29-05-2025,,,,,,,,,,,,,,,
pay_QapnphlgEvauu7,payment,0,0,1002.90,INR,1.18,0.18,0,1,29/05/2025 23:25:36,29-05-2025,setl_Qapou7wKHZWsh1,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QapnjeV2xcAtq3,C00021737,upi,,,,,,
setl_Qapou7wKHZWsh1,settlement,0,0,0,INR,0,0,0,1,29/05/2025 23:26:28,29-05-2025,,,,,,,,,,,,,,,
pay_QaqWJ353eD5l8X,payment,0,0,3008.80,INR,1.18,0.18,0,1,30/05/2025 00:07:55,30-05-2025,setl_QaqXhs2rv06JTm,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":3000, ""t1_gst"":1.3, ""t1_transaction_charges"":7.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaqVAYDhWzD7ut,C00021740,upi,,,,,,
setl_QaqXhs2rv06JTm,settlement,0,0,0,INR,0,0,0,1,30/05/2025 00:08:53,30-05-2025,,,,,,,,,,,,,,,
pay_QaxIYBwDnlbkYs,payment,0,0,4513.20,INR,1.18,0.18,0,1,30/05/2025 06:45:38,30-05-2025,setl_QaxJndKQoGBnMC,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":4500, ""t1_gst"":2, ""t1_transaction_charges"":11.2, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaxHvDeKFDinGb,C00021741,upi,,,,,,
setl_QaxJndKQoGBnMC,settlement,0,0,0,INR,0,0,0,1,30/05/2025 06:46:34,30-05-2025,,,,,,,,,,,,,,,
pay_QaybCOsajIe1ZX,payment,0,0,1238.90,INR,1.18,0.18,0,1,30/05/2025 08:01:55,30-05-2025,setl_QayeU9aQTqwrsb,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QayaL5zalYkDGk,C00021743,upi,,,,,,
setl_QayeU9aQTqwrsb,settlement,0,0,0,INR,0,0,0,1,30/05/2025 08:04:50,30-05-2025,,,,,,,,,,,,,,,
